time,sin
0.0,0.0
0.001000100010001,0.0062837723345228556
0.002000200020002,0.012567296546851691
0.003000300030003,0.018850324524589884
0.004000400040004,0.02513260817493523
0.005000500050005001,0.03141389943447616
0.006000600060006,0.037693950278986844
0.0070007000700070005,0.0439725127332207
0.008000800080008,0.050249338880702016
0.009000900090009001,0.05652418087351517
0.010001000100010001,0.06279679094209129
0.011001100110011002,0.06906692140499163
0.012001200120012,0.07533432467868763
0.013001300130013,0.08159875328733704
0.014001400140014001,0.08785995987255578
0.015001500150015001,0.09411769720318514
0.016001600160016,0.1003717181850541
0.017001700170017002,0.10662177587073601
0.018001800180018002,0.11286762346929972
0.019001900190019003,0.11910901435605432
0.020002000200020003,0.12534570208228749
0.021002100210021003,0.1315774403849967
0.022002200220022004,0.1378039831966133
0.023002300230023004,0.14402508465471886
0.024002400240024,0.15024049911175302
0.025002500250025,0.15644998114471365
0.026002600260026,0.16265328556484723
0.027002700270027002,0.16885016742733067
0.028002800280028002,0.17504038204094316
0.029002900290029002,0.1812236849777281
0.030003000300030003,0.18739983208264466
0.031003100310031003,0.19356857948320855
0.032003200320032,0.19972968359912144
0.033003300330033,0.2058829011518892
0.034003400340034004,0.21202798917442817
0.035003500350035,0.2181647050206585
0.036003600360036005,0.22429280637508592
0.037003700370037,0.23041205126236936
0.038003800380038005,0.23652219805687605
0.039003900390039,0.24262300549222202
0.040004000400040006,0.24871423267079903
0.041004100410041,0.2547956390732866
0.04200420042004201,0.26086698456814933
0.043004300430043,0.2669280294211185
0.04400440044004401,0.27297853430465857
0.045004500450045004,0.27901826030741717
0.04600460046004601,0.2850469689436587
0.047004700470047005,0.29106442216268147
0.048004800480048,0.2970703823582171
0.049004900490049005,0.30306461237781307
0.05000500050005,0.3090468755321966
0.051005100510051006,0.3150169356046208
0.052005200520052,0.32097455686019194
0.05300530053005301,0.32691950405517767
0.054005400540054004,0.3328515424462959
0.05500550055005501,0.3387704377999841
0.056005600560056004,0.34467595640164805
0.05700570057005701,0.3505678650648904
0.058005800580058005,0.3564459311407183
0.05900590059005901,0.3623099225267301
0.060006000600060005,0.36815960767627964
0.06100610061006101,0.37399475560761963
0.062006200620062006,0.3798151359130221
0.063006300630063,0.385620518767876
0.064006400640064,0.39141067493976284
0.06500650065006501,0.39718537579750735
0.066006600660066,0.4029443933202057
0.067006700670067,0.40868750010622945
0.06800680068006801,0.41441446938220405
0.06900690069006901,0.4201250750119639
0.07000700070007,0.425819091505481
0.071007100710071,0.4314962940277696
0.07200720072007201,0.4371564584077631
0.07300730073007301,0.44279936114716634
0.074007400740074,0.4484247794292802
0.075007500750075,0.4540324911278005
0.07600760076007601,0.45962227481558815
0.07700770077007701,0.46519390977341285
0.078007800780078,0.47074717599866855
